synthetic_index,synthetic_identifier,authentic,nearest_training_index,nearest_training_identifier,synthetic_nearest_distance,training_nn_radius
18,conditional_ldm_v4_0018.nii.gz,True,326,BraTS-GLI-01502-000,4.132150064979356,3.3260366019632728
19,conditional_ldm_v4_0019.nii.gz,True,273,BraTS-GLI-01350-000,7.923618130089249,5.054585010896906
20,conditional_ldm_v4_0020.nii.gz,True,287,BraTS-GLI-00310-000,7.738318619790577,6.7272820376792
21,conditional_ldm_v4_0021.nii.gz,True,268,BraTS-GLI-00730-000,8.064877906945302,7.4264638678040225
22,conditional_ldm_v4_0022.nii.gz,True,583,BraTS-GLI-00552-001,6.084553322529833,4.227051523409977
23,conditional_ldm_v4_0023.nii.gz,True,850,BraTS-GLI-01440-000,5.915783505334961,4.756813239211286
24,conditional_ldm_v4_0024.nii.gz,True,912,BraTS-GLI-00768-001,7.184744927750296,6.24935533369244
25,conditional_ldm_v4_0025.nii.gz,True,990,BraTS-GLI-00096-000,9.724795867007563,6.678383208436396
26,conditional_ldm_v4_0026.nii.gz,False,827,BraTS-GLI-00238-000,8.623621285836972,8.641993468592563
27,conditional_ldm_v4_0027.nii.gz,True,954,BraTS-GLI-00016-000,6.536929767762402,4.681137117147392
28,conditional_ldm_v4_0028.nii.gz,True,547,BraTS-GLI-01533-000,7.0533240810062106,6.546451824838023
29,conditional_ldm_v4_0029.nii.gz,True,41,BraTS-GLI-00397-000,10.310821476526673,9.282439011321511
30,conditional_ldm_v4_0030.nii.gz,True,453,BraTS-GLI-01017-000,5.250175178745187,3.655603745315074
31,conditional_ldm_v4_0031.nii.gz,True,598,BraTS-GLI-01158-000,9.315932221461015,8.996848239255007
32,conditional_ldm_v4_0032.nii.gz,True,666,BraTS-GLI-00410-000,5.903836984220324,3.860933813116221
33,conditional_ldm_v4_0033.nii.gz,False,458,BraTS-GLI-01221-000,6.382131854545456,8.533206443438722
34,conditional_ldm_v4_0034.nii.gz,True,326,BraTS-GLI-01502-000,4.215237076609256,3.3260366019632728
35,conditional_ldm_v4_0035.nii.gz,False,951,BraTS-GLI-00682-001,6.3289820218223,6.626730270201533
36,conditional_ldm_v4_0036.nii.gz,True,530,BraTS-GLI-01468-000,6.838228129987266,4.756813239211286
37,conditional_ldm_v4_0037.nii.gz,False,728,BraTS-GLI-01333-000,11.455337363825953,12.690800959824193
38,conditional_ldm_v4_0038.nii.gz,True,134,BraTS-GLI-01125-000,11.551594380241625,4.3319521394276945
39,conditional_ldm_v4_0039.nii.gz,True,654,BraTS-GLI-01026-000,6.407924479769813,4.875912427221528
40,conditional_ldm_v4_0040.nii.gz,True,982,BraTS-GLI-01513-000,5.297039272087891,3.7539185009977727
41,conditional_ldm_v4_0041.nii.gz,False,640,BraTS-GLI-01230-000,5.032940616279963,5.545063860235812
42,conditional_ldm_v4_0042.nii.gz,True,677,BraTS-GLI-01116-000,7.35591606669155,5.317282879968556
43,conditional_ldm_v4_0043.nii.gz,True,926,BraTS-GLI-00436-000,7.704968698161147,5.124909740210481
44,conditional_ldm_v4_0044.nii.gz,True,240,BraTS-GLI-01071-000,6.58201161421379,6.347538842372778
45,conditional_ldm_v4_0045.nii.gz,True,966,BraTS-GLI-00818-000,7.714522604841321,5.245110677333017
46,conditional_ldm_v4_0046.nii.gz,True,676,BraTS-GLI-01218-000,7.67003992162936,4.453237133597054
47,conditional_ldm_v4_0047.nii.gz,True,275,BraTS-GLI-01145-000,8.122456320999136,7.893482818209349
48,conditional_ldm_v4_0048.nii.gz,True,410,BraTS-GLI-01023-000,7.413612857550682,5.992643777170091
49,conditional_ldm_v4_0049.nii.gz,True,473,BraTS-GLI-00714-001,10.137838934598381,5.115943620571801
50,conditional_ldm_v4_0050.nii.gz,True,912,BraTS-GLI-00768-001,7.585355918108964,6.24935533369244
51,conditional_ldm_v4_0051.nii.gz,True,676,BraTS-GLI-01218-000,6.537347593511935,4.453237133597054
52,conditional_ldm_v4_0052.nii.gz,True,604,BraTS-GLI-00123-000,9.053285984591282,5.7671001381735785
53,conditional_ldm_v4_0053.nii.gz,True,677,BraTS-GLI-01116-000,5.771198151956172,5.317282879968556
54,conditional_ldm_v4_0054.nii.gz,False,664,BraTS-GLI-01286-000,5.8902388458558415,6.925654510952422
55,conditional_ldm_v4_0055.nii.gz,False,615,BraTS-GLI-01311-000,4.9837708738084885,5.393050409533963
56,conditional_ldm_v4_0056.nii.gz,True,884,BraTS-GLI-01065-000,7.44362299307157,6.603090610299056
57,conditional_ldm_v4_0057.nii.gz,False,539,BraTS-GLI-00432-000,7.801812389675759,7.957726828530501
58,conditional_ldm_v4_0058.nii.gz,True,706,BraTS-GLI-01033-000,7.140926002486885,6.025614614648507
59,conditional_ldm_v4_0059.nii.gz,True,273,BraTS-GLI-01350-000,6.220033420341443,5.054585010896906
60,conditional_ldm_v4_0060.nii.gz,True,62,BraTS-GLI-00548-000,7.196435349391344,6.119050031135019
61,conditional_ldm_v4_0061.nii.gz,False,932,BraTS-GLI-00338-000,3.85551846856689,4.116671262684691
62,conditional_ldm_v4_0062.nii.gz,False,146,BraTS-GLI-00343-000,5.268473032664426,6.72542671789723
63,conditional_ldm_v4_0063.nii.gz,True,8,BraTS-GLI-01292-000,6.005809295805163,5.362791441874004
64,conditional_ldm_v4_0064.nii.gz,False,596,BraTS-GLI-00620-000,4.670815785372942,6.464390637149098
65,conditional_ldm_v4_0065.nii.gz,False,698,BraTS-GLI-00366-000,5.492321168824983,7.171208419063217
66,conditional_ldm_v4_0066.nii.gz,False,478,BraTS-GLI-01223-000,6.843121430309903,7.819501591947085
67,conditional_ldm_v4_0067.nii.gz,False,819,BraTS-GLI-01470-000,4.876452643971357,5.026946365389063
68,conditional_ldm_v4_0068.nii.gz,True,649,BraTS-GLI-00689-001,6.84352318289956,4.860180615472581
69,conditional_ldm_v4_0069.nii.gz,False,369,BraTS-GLI-00088-000,8.227035845501094,10.861281093241157
70,conditional_ldm_v4_0070.nii.gz,True,677,BraTS-GLI-01116-000,7.417496568576986,5.317282879968556
71,conditional_ldm_v4_0071.nii.gz,True,604,BraTS-GLI-00123-000,6.019777570662698,5.7671001381735785
72,conditional_ldm_v4_0072.nii.gz,False,132,BraTS-GLI-00382-000,9.225249634123578,11.47452546534599
73,conditional_ldm_v4_0073.nii.gz,True,135,BraTS-GLI-01419-000,7.560087602817366,6.682268709392613
74,conditional_ldm_v4_0074.nii.gz,True,970,BraTS-GLI-00840-000,6.88845506084761,6.3434130507145925
75,conditional_ldm_v4_0075.nii.gz,False,491,BraTS-GLI-00559-001,5.16738408055446,5.74996924905081
76,conditional_ldm_v4_0076.nii.gz,True,904,BraTS-GLI-01315-000,5.70167830544972,5.400374220122616
77,conditional_ldm_v4_0077.nii.gz,True,781,BraTS-GLI-01175-000,6.066658574338751,5.595120956100041
78,conditional_ldm_v4_0078.nii.gz,True,55,BraTS-GLI-01665-000,6.662202529780373,5.588571708203965
79,conditional_ldm_v4_0079.nii.gz,True,373,BraTS-GLI-01321-000,5.952104955464718,4.650657659184289
80,conditional_ldm_v4_0080.nii.gz,True,666,BraTS-GLI-00410-000,5.836013459628967,3.860933813116221
81,conditional_ldm_v4_0081.nii.gz,False,535,BraTS-GLI-00184-000,7.624204140495886,9.081574047151507
82,conditional_ldm_v4_0082.nii.gz,False,848,BraTS-GLI-00549-001,4.496167325193037,5.865818562585686
83,conditional_ldm_v4_0083.nii.gz,False,739,BraTS-GLI-00231-000,6.018724094520534,6.347538842372778
84,conditional_ldm_v4_0084.nii.gz,True,22,BraTS-GLI-00096-001,6.355687394277308,4.733804404457893
85,conditional_ldm_v4_0085.nii.gz,True,447,BraTS-GLI-01007-000,6.040461452706517,5.573356967089575
86,conditional_ldm_v4_0086.nii.gz,True,980,BraTS-GLI-00347-000,9.392392222720257,7.543916095274755
87,conditional_ldm_v4_0087.nii.gz,True,207,BraTS-GLI-00801-000,6.345452147684166,6.091144928868807
88,conditional_ldm_v4_0088.nii.gz,True,825,BraTS-GLI-01050-000,6.358270613244451,4.227051523409977
89,conditional_ldm_v4_0089.nii.gz,False,343,BraTS-GLI-00799-000,5.3661934078627205,6.7820848027149045
90,conditional_ldm_v4_0090.nii.gz,True,853,BraTS-GLI-01009-000,4.657738928565785,3.7539185009977727
91,conditional_ldm_v4_0091.nii.gz,True,295,BraTS-GLI-00552-000,6.044402771101098,5.627074953184036
92,conditional_ldm_v4_0092.nii.gz,True,790,BraTS-GLI-00056-001,15.818136176491725,12.630132925447615
93,conditional_ldm_v4_0093.nii.gz,True,758,BraTS-GLI-01531-000,6.1234225405008775,5.01358872377296
94,conditional_ldm_v4_0094.nii.gz,True,349,BraTS-GLI-00423-000,7.582305783927628,5.865818562585686
95,conditional_ldm_v4_0095.nii.gz,True,525,BraTS-GLI-00334-000,6.549936993282176,6.476577835271548
96,conditional_ldm_v4_0096.nii.gz,False,182,BraTS-GLI-01330-000,3.6000799399796204,4.6224343848670655
97,conditional_ldm_v4_0097.nii.gz,False,489,BraTS-GLI-01037-000,9.567149589495957,10.318698039456256
98,conditional_ldm_v4_0098.nii.gz,False,598,BraTS-GLI-01158-000,8.316110873328103,8.996848239255007
99,conditional_ldm_v4_0099.nii.gz,False,192,BraTS-GLI-01528-000,6.9292908489847855,8.871278818156652
100,conditional_ldm_v4_0100.nii.gz,True,71,BraTS-GLI-01011-000,4.560303884573704,4.516748543987575
101,conditional_ldm_v4_0101.nii.gz,True,832,BraTS-GLI-00510-001,5.3767236781761225,4.591509784140453
102,conditional_ldm_v4_0102.nii.gz,True,926,BraTS-GLI-00436-000,5.657742260788159,5.124909740210481
103,conditional_ldm_v4_0103.nii.gz,False,233,BraTS-GLI-00217-000,6.295223305458946,7.939628420076441
104,conditional_ldm_v4_0104.nii.gz,True,818,BraTS-GLI-01252-000,4.452853590438212,3.8335267402114526
105,conditional_ldm_v4_0105.nii.gz,False,343,BraTS-GLI-00799-000,5.029997312632297,6.7820848027149045
106,conditional_ldm_v4_0106.nii.gz,True,427,BraTS-GLI-01309-000,6.352608020365181,4.294107614130187
107,conditional_ldm_v4_0107.nii.gz,False,576,BraTS-GLI-00545-000,6.00156491338353,6.039064273851707
108,conditional_ldm_v4_0108.nii.gz,True,491,BraTS-GLI-00559-001,7.28927460030873,5.74996924905081
109,conditional_ldm_v4_0109.nii.gz,True,887,BraTS-GLI-00764-000,7.801149787922849,7.4045654605428375
110,conditional_ldm_v4_0110.nii.gz,False,424,BraTS-GLI-00774-001,6.119948626316221,6.500543533856348
111,conditional_ldm_v4_0111.nii.gz,False,648,BraTS-GLI-01406-000,7.577189678776952,7.692159662232112
112,conditional_ldm_v4_0112.nii.gz,False,170,BraTS-GLI-00694-001,4.3926454053181505,5.151637054304847
113,conditional_ldm_v4_0113.nii.gz,True,360,BraTS-GLI-01015-000,9.980804886907128,6.248059606586978
114,conditional_ldm_v4_0114.nii.gz,False,682,BraTS-GLI-01281-000,8.317353619551163,10.7086579520201
115,conditional_ldm_v4_0115.nii.gz,True,384,BraTS-GLI-00000-000,8.44740640210506,5.8926728700904825
116,conditional_ldm_v4_0116.nii.gz,True,225,BraTS-GLI-00469-000,8.05406993594517,5.4061548036451965
117,conditional_ldm_v4_0117.nii.gz,True,931,BraTS-GLI-01114-000,5.985333155793731,5.316122315317746
118,conditional_ldm_v4_0118.nii.gz,False,904,BraTS-GLI-01315-000,4.584843402356637,5.400374220122616
119,conditional_ldm_v4_0119.nii.gz,False,813,BraTS-GLI-01226-000,6.138985847512135,6.626730270201533
120,conditional_ldm_v4_0120.nii.gz,True,867,BraTS-GLI-01357-000,14.922327830359734,6.7272820376792
121,conditional_ldm_v4_0121.nii.gz,True,648,BraTS-GLI-01406-000,8.212040743726492,7.692159662232112
122,conditional_ldm_v4_0122.nii.gz,True,222,BraTS-GLI-00351-000,8.283210587123374,5.643392714515852
123,conditional_ldm_v4_0123.nii.gz,False,765,BraTS-GLI-00483-001,5.459583717737268,5.730965090541215
124,conditional_ldm_v4_0124.nii.gz,True,201,BraTS-GLI-01334-000,8.6214540099352,7.214780679544449
125,conditional_ldm_v4_0125.nii.gz,True,527,BraTS-GLI-00538-000,8.536918136305896,8.045088607957297
126,conditional_ldm_v4_0126.nii.gz,False,37,BraTS-GLI-01008-000,6.435633265767455,7.443346298178684
127,conditional_ldm_v4_0127.nii.gz,False,130,BraTS-GLI-00668-000,5.413233141109549,7.738446957943476
128,conditional_ldm_v4_0128.nii.gz,True,626,BraTS-GLI-01174-000,4.11295674382243,4.090810386621792
129,conditional_ldm_v4_0129.nii.gz,True,17,BraTS-GLI-00716-000,6.7441524546846505,4.7781984478678075
130,conditional_ldm_v4_0130.nii.gz,True,848,BraTS-GLI-00549-001,8.490465571981359,5.865818562585686
131,conditional_ldm_v4_0131.nii.gz,False,779,BraTS-GLI-01120-000,6.90816481458546,6.925654510952422
132,conditional_ldm_v4_0132.nii.gz,False,970,BraTS-GLI-00840-000,6.072442221664261,6.3434130507145925
133,conditional_ldm_v4_0133.nii.gz,True,901,BraTS-GLI-00146-000,4.03736722263508,3.8952063254655784
134,conditional_ldm_v4_0134.nii.gz,False,261,BraTS-GLI-01165-000,3.899629036683821,4.574816472147515
135,conditional_ldm_v4_0135.nii.gz,True,407,BraTS-GLI-01520-000,4.1401820020578475,3.746687970255448
136,conditional_ldm_v4_0136.nii.gz,False,217,BraTS-GLI-00098-001,6.82673633776836,7.475080737603723
137,conditional_ldm_v4_0137.nii.gz,True,469,BraTS-GLI-00019-000,6.646654706584075,4.875912427221528
138,conditional_ldm_v4_0138.nii.gz,True,240,BraTS-GLI-01071-000,10.553425318533119,6.347538842372778
139,conditional_ldm_v4_0139.nii.gz,True,676,BraTS-GLI-01218-000,8.866897309293863,4.453237133597054
140,conditional_ldm_v4_0140.nii.gz,True,443,BraTS-GLI-00830-000,9.083514165641299,7.850968152036902
141,conditional_ldm_v4_0141.nii.gz,True,970,BraTS-GLI-00840-000,6.528007617119367,6.3434130507145925
142,conditional_ldm_v4_0142.nii.gz,True,930,BraTS-GLI-00559-000,9.471261923249568,7.372113031670571
143,conditional_ldm_v4_0143.nii.gz,True,507,BraTS-GLI-00724-000,5.5290477630771,5.3069808141391555
144,conditional_ldm_v4_0144.nii.gz,True,781,BraTS-GLI-01175-000,6.693880180614976,5.595120956100041
145,conditional_ldm_v4_0145.nii.gz,True,184,BraTS-GLI-01193-000,5.374982723186829,5.054585010896906
146,conditional_ldm_v4_0146.nii.gz,False,236,BraTS-GLI-00116-000,5.804372840969783,7.061528681145508
147,conditional_ldm_v4_0147.nii.gz,True,395,BraTS-GLI-00641-001,5.1428976988681585,4.435443226949858
148,conditional_ldm_v4_0148.nii.gz,True,649,BraTS-GLI-00689-001,6.672152233129143,4.860180615472581
149,conditional_ldm_v4_0149.nii.gz,True,193,BraTS-GLI-01115-000,7.553596372175154,7.377540424908123
150,conditional_ldm_v4_0150.nii.gz,True,787,BraTS-GLI-00108-000,5.961066559689909,5.241730580658303
151,conditional_ldm_v4_0151.nii.gz,True,211,BraTS-GLI-01366-000,7.509101336132896,6.8071591774798845
152,conditional_ldm_v4_0152.nii.gz,False,194,BraTS-GLI-01111-000,4.286065379185292,4.85244774035298
153,conditional_ldm_v4_0153.nii.gz,False,989,BraTS-GLI-01421-000,6.316834592200491,7.208272424971073
154,conditional_ldm_v4_0154.nii.gz,True,836,BraTS-GLI-00305-000,5.766573652385128,4.966778492852572
155,conditional_ldm_v4_0155.nii.gz,True,361,BraTS-GLI-01328-000,6.038057161696751,5.223947662664934
156,conditional_ldm_v4_0156.nii.gz,False,231,BraTS-GLI-00654-000,6.331102541053808,7.766705784924749
157,conditional_ldm_v4_0157.nii.gz,True,139,BraTS-GLI-00520-000,6.466016931121353,5.9527099514858675
158,conditional_ldm_v4_0158.nii.gz,True,33,BraTS-GLI-00401-000,10.425299854773055,6.049348067275561
159,conditional_ldm_v4_0159.nii.gz,True,378,BraTS-GLI-00615-000,6.959891692304591,5.208889150449738
160,conditional_ldm_v4_0160.nii.gz,True,187,BraTS-GLI-01076-000,6.989874348521998,3.778146436224622
161,conditional_ldm_v4_0161.nii.gz,True,677,BraTS-GLI-01116-000,6.086988557987706,5.317282879968556
162,conditional_ldm_v4_0162.nii.gz,False,809,BraTS-GLI-00759-000,6.963633105007368,7.165476904738629
163,conditional_ldm_v4_0163.nii.gz,True,20,BraTS-GLI-00517-001,7.808760420572836,6.678383208436396
164,conditional_ldm_v4_0164.nii.gz,True,96,BraTS-GLI-01400-000,4.9212047256899885,4.859247494037581
165,conditional_ldm_v4_0165.nii.gz,True,240,BraTS-GLI-01071-000,7.676811095995255,6.347538842372778
166,conditional_ldm_v4_0166.nii.gz,True,433,BraTS-GLI-00778-000,7.45339016546393,5.4857547787879755
167,conditional_ldm_v4_0167.nii.gz,True,978,BraTS-GLI-00565-000,5.859495114074731,5.77681355240669
168,conditional_ldm_v4_0168.nii.gz,False,370,BraTS-GLI-00162-000,5.084302436313807,5.3287201749402655
169,conditional_ldm_v4_0169.nii.gz,True,929,BraTS-GLI-01314-000,6.523216029826685,3.2136815017358025
170,conditional_ldm_v4_0170.nii.gz,True,706,BraTS-GLI-01033-000,7.21134659717513,6.025614614648507
171,conditional_ldm_v4_0171.nii.gz,True,36,BraTS-GLI-01534-000,6.578533883478889,5.447848930046495
172,conditional_ldm_v4_0172.nii.gz,True,666,BraTS-GLI-00410-000,7.476949600196213,3.860933813116221
173,conditional_ldm_v4_0173.nii.gz,True,299,BraTS-GLI-00087-000,7.744355800493679,6.517837875184188
174,conditional_ldm_v4_0174.nii.gz,False,252,BraTS-GLI-01508-000,3.961169794477315,3.9860313580959543
175,conditional_ldm_v4_0175.nii.gz,True,857,BraTS-GLI-01517-000,4.777648730026733,4.777111734921163
176,conditional_ldm_v4_0176.nii.gz,True,791,BraTS-GLI-00167-000,7.517401237391068,3.860933813116221
177,conditional_ldm_v4_0177.nii.gz,True,249,BraTS-GLI-00579-000,4.678418475321295,4.359795522181912
178,conditional_ldm_v4_0178.nii.gz,False,95,BraTS-GLI-00591-000,4.428641381119694,5.186121012397481
179,conditional_ldm_v4_0179.nii.gz,True,576,BraTS-GLI-00545-000,7.339576881715386,6.039064273851707
180,conditional_ldm_v4_0180.nii.gz,True,307,BraTS-GLI-01278-000,4.755325374511117,3.778146436224622
181,conditional_ldm_v4_0181.nii.gz,True,491,BraTS-GLI-00559-001,7.920084623556803,5.74996924905081
182,conditional_ldm_v4_0182.nii.gz,False,891,BraTS-GLI-00811-000,7.3620068148139834,7.850968152036902
183,conditional_ldm_v4_0183.nii.gz,True,117,BraTS-GLI-00502-001,6.201456539646099,5.67340137920447
184,conditional_ldm_v4_0184.nii.gz,False,629,BraTS-GLI-00107-000,4.548500483158934,5.662507779885013
185,conditional_ldm_v4_0185.nii.gz,True,954,BraTS-GLI-00016-000,6.623120790009785,4.681137117147392
186,conditional_ldm_v4_0186.nii.gz,False,679,BraTS-GLI-00649-001,7.0882095245215275,7.380346715843882
187,conditional_ldm_v4_0187.nii.gz,True,668,BraTS-GLI-00814-000,6.723039884546378,6.232216956092361
188,conditional_ldm_v4_0188.nii.gz,True,818,BraTS-GLI-01252-000,4.142161953212678,3.8335267402114526
189,conditional_ldm_v4_0189.nii.gz,False,957,BraTS-GLI-00498-001,5.422418435060238,5.502677330590211
190,conditional_ldm_v4_0190.nii.gz,True,545,BraTS-GLI-01397-000,6.382570255018485,5.854632166996552
191,conditional_ldm_v4_0191.nii.gz,True,65,BraTS-GLI-01216-000,10.12344294277422,7.700960421435763
192,conditional_ldm_v4_0192.nii.gz,True,809,BraTS-GLI-00759-000,7.237141667625155,7.165476904738629
193,conditional_ldm_v4_0193.nii.gz,True,240,BraTS-GLI-01071-000,6.5601979319148445,6.347538842372778
194,conditional_ldm_v4_0194.nii.gz,True,265,BraTS-GLI-00309-000,6.944271741297462,6.3218975978086736
195,conditional_ldm_v4_0195.nii.gz,True,840,BraTS-GLI-01153-000,16.573057620170783,6.897854031152814
196,conditional_ldm_v4_0196.nii.gz,False,706,BraTS-GLI-01033-000,5.922232821181437,6.025614614648507
197,conditional_ldm_v4_0197.nii.gz,True,984,BraTS-GLI-01104-000,12.424207763579622,9.282439011321511
198,conditional_ldm_v4_0198.nii.gz,True,970,BraTS-GLI-00840-000,6.569057606066347,6.3434130507145925
199,conditional_ldm_v4_0199.nii.gz,False,518,BraTS-GLI-00505-000,4.305801893801427,6.209188814926032
