synthetic_index,synthetic_identifier,authentic,nearest_training_index,nearest_training_identifier,synthetic_nearest_distance,training_nn_radius
100,conditional_ddpm_v3_0100.nii.gz,True,172,BraTS-GLI-01663-000,10.262816646455551,8.03188084319579
101,conditional_ddpm_v3_0101.nii.gz,False,723,BraTS-GLI-00452-000,8.063281476917984,8.449644595833478
102,conditional_ddpm_v3_0102.nii.gz,True,417,BraTS-GLI-00026-000,8.57338672530905,4.394664037302573
103,conditional_ddpm_v3_0103.nii.gz,True,808,BraTS-GLI-00580-000,9.819054106299978,5.588571708203965
104,conditional_ddpm_v3_0104.nii.gz,True,110,BraTS-GLI-00528-000,8.163876258117565,5.274671626434665
105,conditional_ddpm_v3_0105.nii.gz,False,292,BraTS-GLI-00032-000,8.50028059577576,8.629450153753266
106,conditional_ddpm_v3_0106.nii.gz,True,595,BraTS-GLI-01049-000,9.192227840656116,4.8842028621542
107,conditional_ddpm_v3_0107.nii.gz,True,13,BraTS-GLI-00683-001,8.547370587839048,5.266584969583746
108,conditional_ddpm_v3_0108.nii.gz,True,102,BraTS-GLI-00568-000,8.308265316022482,5.150180698565712
109,conditional_ddpm_v3_0109.nii.gz,True,417,BraTS-GLI-00026-000,8.534505079557567,4.394664037302573
110,conditional_ddpm_v3_0110.nii.gz,False,770,BraTS-GLI-00819-000,6.506006342965396,7.061528681145508
111,conditional_ddpm_v3_0111.nii.gz,True,330,BraTS-GLI-00499-001,11.484147552263408,7.5967488333318745
112,conditional_ddpm_v3_0112.nii.gz,True,927,BraTS-GLI-01019-000,7.668437168172685,4.2606696013039285
113,conditional_ddpm_v3_0113.nii.gz,True,150,BraTS-GLI-01079-000,14.038025259383868,9.362284075088317
114,conditional_ddpm_v3_0114.nii.gz,True,761,BraTS-GLI-00036-000,13.295472419649355,12.020451918503948
115,conditional_ddpm_v3_0115.nii.gz,True,176,BraTS-GLI-00024-000,10.957889383555722,5.438514198093239
116,conditional_ddpm_v3_0116.nii.gz,True,683,BraTS-GLI-00036-001,8.076613937198163,7.975253525191843
117,conditional_ddpm_v3_0117.nii.gz,False,529,BraTS-GLI-00655-001,7.298880328211616,7.398185360330349
118,conditional_ddpm_v3_0118.nii.gz,True,979,BraTS-GLI-01482-000,6.75625102794065,4.388134572129822
119,conditional_ddpm_v3_0119.nii.gz,True,594,BraTS-GLI-01100-000,10.14559011741451,8.828076214842786
120,conditional_ddpm_v3_0120.nii.gz,True,292,BraTS-GLI-00032-000,12.294030843762993,8.629450153753266
121,conditional_ddpm_v3_0121.nii.gz,True,489,BraTS-GLI-01037-000,13.758376949138015,10.318698039456256
122,conditional_ddpm_v3_0122.nii.gz,True,811,BraTS-GLI-01475-000,7.703855606808002,4.24014187490461
123,conditional_ddpm_v3_0123.nii.gz,True,70,BraTS-GLI-01117-000,8.679283937496338,6.67589820553627
124,conditional_ddpm_v3_0124.nii.gz,True,782,BraTS-GLI-01211-000,19.480927327628,9.265334743994373
125,conditional_ddpm_v3_0125.nii.gz,True,738,BraTS-GLI-00052-000,10.947473010036148,8.388979647189055
126,conditional_ddpm_v3_0126.nii.gz,True,691,BraTS-GLI-01532-000,12.89183071160448,9.862648372624564
127,conditional_ddpm_v3_0127.nii.gz,True,43,BraTS-GLI-00698-000,7.514144660516359,5.7512024919101234
128,conditional_ddpm_v3_0128.nii.gz,True,927,BraTS-GLI-01019-000,7.208651292908916,4.2606696013039285
129,conditional_ddpm_v3_0129.nii.gz,False,683,BraTS-GLI-00036-001,7.861770350967528,7.975253525191843
130,conditional_ddpm_v3_0130.nii.gz,True,788,BraTS-GLI-00703-001,9.442885957555966,7.851423937169879
131,conditional_ddpm_v3_0131.nii.gz,True,905,BraTS-GLI-00286-000,8.671997739373646,6.18304461090266
132,conditional_ddpm_v3_0132.nii.gz,True,125,BraTS-GLI-00070-000,9.284192480830136,7.738446957943476
133,conditional_ddpm_v3_0133.nii.gz,False,652,BraTS-GLI-00053-001,8.561070779252637,9.247470791923496
134,conditional_ddpm_v3_0134.nii.gz,True,102,BraTS-GLI-00568-000,6.038389152849614,5.150180698565712
135,conditional_ddpm_v3_0135.nii.gz,True,556,BraTS-GLI-00464-001,6.129623464376758,4.2736724487295445
136,conditional_ddpm_v3_0136.nii.gz,True,330,BraTS-GLI-00499-001,10.029483948011215,7.5967488333318745
137,conditional_ddpm_v3_0137.nii.gz,True,683,BraTS-GLI-00036-001,9.828874538587804,7.975253525191843
138,conditional_ddpm_v3_0138.nii.gz,True,738,BraTS-GLI-00052-000,11.031831398093178,8.388979647189055
139,conditional_ddpm_v3_0139.nii.gz,True,830,BraTS-GLI-00375-000,10.934083012182025,8.227137622632405
140,conditional_ddpm_v3_0140.nii.gz,True,594,BraTS-GLI-01100-000,13.139237386631285,8.828076214842786
141,conditional_ddpm_v3_0141.nii.gz,False,761,BraTS-GLI-00036-000,11.724385730375358,12.020451918503948
142,conditional_ddpm_v3_0142.nii.gz,True,770,BraTS-GLI-00819-000,10.028394001950744,7.061528681145508
143,conditional_ddpm_v3_0143.nii.gz,True,308,BraTS-GLI-00513-000,11.66147133916039,6.8058606707260605
144,conditional_ddpm_v3_0144.nii.gz,True,842,BraTS-GLI-00760-000,8.318780426004281,5.459160714065043
145,conditional_ddpm_v3_0145.nii.gz,True,496,BraTS-GLI-00526-000,8.885739810707102,6.297295771348077
146,conditional_ddpm_v3_0146.nii.gz,True,330,BraTS-GLI-00499-001,7.926603790780571,7.5967488333318745
147,conditional_ddpm_v3_0147.nii.gz,True,120,BraTS-GLI-00283-000,9.555109212605041,6.636909688724539
148,conditional_ddpm_v3_0148.nii.gz,False,529,BraTS-GLI-00655-001,6.286918661252083,7.398185360330349
149,conditional_ddpm_v3_0149.nii.gz,True,594,BraTS-GLI-01100-000,17.22512485711743,8.828076214842786
150,conditional_ddpm_v3_0150.nii.gz,False,683,BraTS-GLI-00036-001,7.018040100537216,7.975253525191843
151,conditional_ddpm_v3_0151.nii.gz,True,292,BraTS-GLI-00032-000,14.723095202717472,8.629450153753266
152,conditional_ddpm_v3_0152.nii.gz,True,683,BraTS-GLI-00036-001,10.63252862011949,7.975253525191843
153,conditional_ddpm_v3_0153.nii.gz,True,652,BraTS-GLI-00053-001,13.343071397914844,9.247470791923496
154,conditional_ddpm_v3_0154.nii.gz,False,172,BraTS-GLI-01663-000,5.621534334524508,8.03188084319579
155,conditional_ddpm_v3_0155.nii.gz,True,683,BraTS-GLI-00036-001,8.800748845933931,7.975253525191843
156,conditional_ddpm_v3_0156.nii.gz,True,120,BraTS-GLI-00283-000,10.57392970005134,6.636909688724539
157,conditional_ddpm_v3_0157.nii.gz,False,652,BraTS-GLI-00053-001,7.768725468877585,9.247470791923496
158,conditional_ddpm_v3_0158.nii.gz,True,150,BraTS-GLI-01079-000,13.536357244471185,9.362284075088317
159,conditional_ddpm_v3_0159.nii.gz,True,417,BraTS-GLI-00026-000,8.738186882732668,4.394664037302573
160,conditional_ddpm_v3_0160.nii.gz,True,70,BraTS-GLI-01117-000,8.924861218390033,6.67589820553627
161,conditional_ddpm_v3_0161.nii.gz,True,738,BraTS-GLI-00052-000,9.05240376352926,8.388979647189055
162,conditional_ddpm_v3_0162.nii.gz,True,770,BraTS-GLI-00819-000,8.208811725030245,7.061528681145508
163,conditional_ddpm_v3_0163.nii.gz,True,892,BraTS-GLI-00103-000,10.588906826126898,7.59931392742042
164,conditional_ddpm_v3_0164.nii.gz,True,308,BraTS-GLI-00513-000,7.8785489498716315,6.8058606707260605
165,conditional_ddpm_v3_0165.nii.gz,True,288,BraTS-GLI-01389-000,12.864745078876632,6.9423989689923085
166,conditional_ddpm_v3_0166.nii.gz,True,70,BraTS-GLI-01117-000,9.096132743721446,6.67589820553627
167,conditional_ddpm_v3_0167.nii.gz,True,288,BraTS-GLI-01389-000,11.253532038222243,6.9423989689923085
168,conditional_ddpm_v3_0168.nii.gz,True,529,BraTS-GLI-00655-001,11.19523997836559,7.398185360330349
169,conditional_ddpm_v3_0169.nii.gz,False,172,BraTS-GLI-01663-000,7.471430674627073,8.03188084319579
170,conditional_ddpm_v3_0170.nii.gz,True,856,BraTS-GLI-00751-000,8.215775032445976,6.447031689910758
171,conditional_ddpm_v3_0171.nii.gz,True,683,BraTS-GLI-00036-001,9.523340924552075,7.975253525191843
172,conditional_ddpm_v3_0172.nii.gz,True,292,BraTS-GLI-00032-000,12.391550120999538,8.629450153753266
173,conditional_ddpm_v3_0173.nii.gz,True,529,BraTS-GLI-00655-001,12.298580342330677,7.398185360330349
174,conditional_ddpm_v3_0174.nii.gz,True,927,BraTS-GLI-01019-000,9.01264186450105,4.2606696013039285
175,conditional_ddpm_v3_0175.nii.gz,True,102,BraTS-GLI-00568-000,8.26195153550282,5.150180698565712
176,conditional_ddpm_v3_0176.nii.gz,True,594,BraTS-GLI-01100-000,11.586062898909086,8.828076214842786
177,conditional_ddpm_v3_0177.nii.gz,True,927,BraTS-GLI-01019-000,8.585634397079104,4.2606696013039285
178,conditional_ddpm_v3_0178.nii.gz,True,102,BraTS-GLI-00568-000,6.791477202343966,5.150180698565712
179,conditional_ddpm_v3_0179.nii.gz,True,125,BraTS-GLI-00070-000,10.044626244622718,7.738446957943476
180,conditional_ddpm_v3_0180.nii.gz,True,540,BraTS-GLI-00017-000,13.888242681552212,9.43999945003867
181,conditional_ddpm_v3_0181.nii.gz,True,974,BraTS-GLI-01155-000,12.742497080878202,8.119986948527345
182,conditional_ddpm_v3_0182.nii.gz,True,292,BraTS-GLI-00032-000,9.775855562314218,8.629450153753266
183,conditional_ddpm_v3_0183.nii.gz,True,683,BraTS-GLI-00036-001,7.996337093530177,7.975253525191843
184,conditional_ddpm_v3_0184.nii.gz,False,652,BraTS-GLI-00053-001,6.958398119827779,9.247470791923496
185,conditional_ddpm_v3_0185.nii.gz,True,594,BraTS-GLI-01100-000,9.619634454580334,8.828076214842786
186,conditional_ddpm_v3_0186.nii.gz,True,251,BraTS-GLI-01097-000,11.647638832613184,6.202118897463002
187,conditional_ddpm_v3_0187.nii.gz,True,529,BraTS-GLI-00655-001,8.73463001599695,7.398185360330349
188,conditional_ddpm_v3_0188.nii.gz,True,110,BraTS-GLI-00528-000,6.849609988163043,5.274671626434665
189,conditional_ddpm_v3_0189.nii.gz,False,172,BraTS-GLI-01663-000,6.055250976066907,8.03188084319579
190,conditional_ddpm_v3_0190.nii.gz,True,532,BraTS-GLI-00823-000,8.092203447285339,5.90330369638433
191,conditional_ddpm_v3_0191.nii.gz,True,770,BraTS-GLI-00819-000,8.580461839952973,7.061528681145508
192,conditional_ddpm_v3_0192.nii.gz,True,595,BraTS-GLI-01049-000,8.940744336674317,4.8842028621542
193,conditional_ddpm_v3_0193.nii.gz,True,194,BraTS-GLI-01111-000,9.114229706622972,4.85244774035298
194,conditional_ddpm_v3_0194.nii.gz,True,308,BraTS-GLI-00513-000,10.380168244739899,6.8058606707260605
195,conditional_ddpm_v3_0195.nii.gz,True,782,BraTS-GLI-01211-000,15.291818059368126,9.265334743994373
196,conditional_ddpm_v3_0196.nii.gz,True,43,BraTS-GLI-00698-000,10.501691846366183,5.7512024919101234
197,conditional_ddpm_v3_0197.nii.gz,True,571,BraTS-GLI-00072-000,8.66070049691705,5.438514198093239
198,conditional_ddpm_v3_0198.nii.gz,True,761,BraTS-GLI-00036-000,12.492233633900973,12.020451918503948
199,conditional_ddpm_v3_0199.nii.gz,True,683,BraTS-GLI-00036-001,8.463331012898841,7.975253525191843
